kode,nama,ranking,klaster,input,proses,output,outcome,total
002003,Institut Pertanian Bogor,1,1,3.960,3.757,3.554,3.427,3.648
001002,Universitas Indonesia,2,1,3.521,3.629,3.549,3.049,3.414
001001,Universitas Gadjah Mada,3,1,3.685,3.301,3.385,3.022,3.315
001004,Universitas Airlangga,4,1,3.410,3.667,3.279,2.934,3.299
002001,Institut Teknologi Bandung,5,1,3.511,3.480,3.145,3.055,3.275
002002,Institut Teknologi Sepuluh Nopember,6,1,3.582,3.272,3.310,2.855,3.218
001005,Universitas Hasanuddin,7,1,4.000,3.595,2.825,2.521,3.161
001019,Universitas Brawijaya,8,1,2.961,3.646,3.226,2.836,3.161
001008,Universitas Diponegoro,9,1,3.318,3.244,3.081,2.888,3.111
001007,Universitas Padjadjaran,10,1,3.575,3.672,2.593,2.419,3.007
001027,Universitas Sebelas Maret,11,1,3.162,3.143,2.867,2.650,2.930
001038,Universitas Negeri Yogyakarta,12,1,3.381,3.722,2.401,2.336,2.908
001006,Universitas Andalas,13,1,3.553,3.242,2.360,2.496,2.860
001003,Universitas Sumatera Utara,14,1,3.476,3.296,2.377,2.263,2.792
001033,Universitas Negeri Malang,15,1,3.112,3.474,2.562,2.052,2.747
001034,Universitas Pendidikan Indonesia,16,2,3.735,3.336,2.589,1.458,2.666
041057,Universitas Telkom,17,2,2.014,3.523,2.003,2.798,2.624
001041,Universitas Negeri Semarang,18,2,3.026,3.551,2.048,1.967,2.595
001039,Universitas Negeri Surabaya,19,2,3.011,3.505,1.817,1.815,2.477
001037,Universitas Negeri Jakarta,20,2,2.752,3.446,1.974,1.865,2.465
071002,Universitas Kristen Petra,21,2,2.541,3.383,1.473,2.208,2.385
001025,Universitas Jember,22,2,2.870,3.098,1.467,2.142,2.358
001013,Universitas Udayana,23,2,3.546,3.504,1.310,1.455,2.349
001011,Universitas Syiah Kuala,24,2,3.015,3.527,1.500,1.623,2.347
051001,Universitas Islam Indonesia,25,2,2.060,3.297,2.099,1.840,2.313
031038,Universitas Bina Nusantara,26,2,2.077,3.641,2.105,1.386,2.268
031016,Universitas Trisakti,27,2,2.450,3.263,1.586,1.863,2.261
001017,Universitas Riau,28,2,3.147,2.889,1.626,1.662,2.257
001026,Universitas Lampung,29,2,2.822,3.034,1.687,1.589,2.221
071004,Universitas Surabaya,30,2,2.447,3.370,1.888,1.391,2.221
031015,Universitas Tarumanagara,31,2,2.360,3.336,1.425,1.678,2.166
041006,Universitas Katolik Parahyangan,32,2,2.705,3.047,1.270,1.786,2.156
031019,Universitas Mercu Buana,33,2,1.693,3.436,1.387,2.025,2.152
001009,Universitas Sriwijaya,34,2,2.961,2.805,1.521,1.593,2.152
051007,Universitas Muhammadiyah Yogyakarta,35,2,1.954,3.100,1.758,1.817,2.150
001036,Universitas Negeri Makassar,36,2,3.443,2.738,1.434,1.375,2.144
031007,Universitas Katolik Indonesia Atma Jaya,37,2,2.470,3.149,1.477,1.581,2.125
051005,Universitas Atma Jaya Yogyakarta,38,2,2.583,3.404,1.315,1.376,2.109
001040,Universitas Negeri Medan,39,2,2.970,3.403,1.016,1.347,2.103
001012,Universitas Sam Ratulangi,40,2,3.129,2.961,1.256,1.342,2.083
001016,Universitas Mataram,41,2,2.845,2.978,1.356,1.378,2.066
001048,Universitas Pendidikan Ganesha,42,2,2.992,3.176,1.274,1.182,2.066
051012,Universitas Sanata Dharma,43,2,2.363,3.273,1.187,1.579,2.061
071027,Universitas Islam Malang,44,2,2.225,3.223,1.216,1.643,2.048
031033,Universitas Esa Unggul,45,2,1.814,3.469,1.066,1.823,2.043
071003,Universitas Katolik Widya Mandala Surabaya,46,2,2.094,3.105,1.046,1.900,2.027
001010,Universitas Lambung Mangkurat,47,2,2.707,3.077,1.384,1.213,2.021
071024,Universitas Muhammadiyah Malang,48,2,1.899,3.318,1.116,1.759,2.016
071025,Universitas Merdeka Malang,49,2,2.646,2.912,1.102,1.563,2.001
061012,Universitas Katolik Soegijapranata,50,3,2.351,3.130,1.113,1.550,1.996
041002,Universitas Islam Bandung,51,3,2.524,3.242,1.167,1.254,1.983
051013,Universitas Ahmad Dahlan,52,3,1.726,3.425,1.452,1.368,1.975
071001,Universitas 17 Agustus 1945 Surabaya,53,3,1.883,3.185,1.154,1.695,1.970
001029,Universitas Halu Oleo,54,3,2.738,2.673,1.240,1.454,1.962
071071,Universitas Ciputra Surabaya,55,3,1.601,3.009,1.078,2.035,1.952
061008,Universitas Muhammadiyah Surakarta,56,3,2.015,3.281,1.371,1.209,1.929
041034,Universitas Widyatama,57,3,1.619,2.796,1.711,1.549,1.915
001022,Universitas Tanjungpura,58,3,2.441,3.069,1.160,1.194,1.904
032006,Institut Teknologi Indonesia,59,3,2.601,2.830,1.017,1.391,1.899
001032,Universitas Negeri Padang,60,3,1.604,2.923,1.403,1.640,1.894
031051,Universitas Multimedia Nusantara Jakarta,61,3,1.459,3.048,1.155,1.773,1.875
042002,Institut Teknologi Nasional Bandung,62,3,2.066,3.136,1.036,1.390,1.873
061001,Universitas Kristen Satya Wacana,63,3,2.386,3.240,1.299,0.864,1.871
091002,Universitas Muslim Indonesia,64,3,2.778,2.966,1.045,1.039,1.870
001030,Universitas Bengkulu,65,3,3.107,2.560,1.181,1.034,1.867
072004,Institut Teknologi Nasional Malang,66,3,2.259,2.513,1.115,1.645,1.852
001028,Universitas Tadulako,67,3,2.752,2.790,0.961,1.163,1.837
001059,Universitas Pembangunan Nasional Veteran Jawa Timur,68,3,2.423,2.818,1.229,1.073,1.818
071074,Universitas Ma Chung,69,3,1.931,2.606,1.136,1.645,1.815
001020,Universitas Jambi,70,3,2.634,2.406,0.948,1.491,1.812
041019,Universitas Djuanda,71,3,2.095,2.832,1.164,1.303,1.809
071009,Universitas Wijaya Kusuma Surabaya,72,3,1.980,2.879,1.012,1.445,1.802
031013,Universitas Pancasila,73,3,2.300,2.908,0.806,1.380,1.802
041008,Universitas Pasundan,74,3,2.571,3.190,0.704,1.035,1.799
071030,Universitas Widya Gama,75,3,2.644,2.392,0.977,1.415,1.795
073019,Sekolah Tinggi Ilmu Ekonomi Malangkucecwara,76,3,2.506,2.904,0.809,1.136,1.770
071008,Universitas Narotama,77,3,2.216,2.919,1.159,0.998,1.762
073001,Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,78,3,2.008,3.118,0.777,1.287,1.761
041041,Universitas Presiden,79,3,2.323,2.722,1.104,1.116,1.756
031037,Universitas Gunadarma,80,3,1.815,3.401,1.155,0.835,1.753
041027,Universitas Komputer Indonesia,81,3,1.639,3.159,1.054,1.231,1.750
091049,Universitas Bosowa,82,3,2.839,2.820,0.555,1.112,1.745
101001,Universitas Bung Hatta,83,3,2.651,2.587,0.952,1.086,1.741
041007,Universitas Kristen Maranatha,84,3,1.854,3.236,0.962,1.068,1.741
073002,Sekolah Tinggi Ilmu Ekonomi Perbanas Surabaya,85,3,2.357,3.279,0.846,0.793,1.741
001047,Universitas Negeri Gorontalo,86,3,2.578,3.197,0.926,0.635,1.737
031044,Universitas Al-azhar Indonesia,87,3,1.610,2.912,1.024,1.343,1.709
033114,Sekolah Tinggi Pariwisata Trisakti,88,3,2.007,3.285,0.825,0.930,1.708
071050,Universitas Kanjuruhan,89,3,1.583,2.828,0.994,1.448,1.707
052003,Institut Sains Dan Teknologi Akprind,90,3,2.217,2.796,1.066,0.979,1.703
031034,Universitas Pelita Harapan,91,3,2.129,3.139,1.024,0.771,1.698
041053,Universitas Pembangunan Jaya,92,3,1.649,2.655,1.120,1.400,1.694
001061,Universitas Pembangunan Nasional Veteran Jakarta,93,3,1.703,2.991,0.999,1.184,1.693
061004,Universitas Muhammadiyah Magelang,94,3,1.371,2.971,1.132,1.299,1.690
033001,Sekolah Tinggi Filsafat Driyarkara,95,3,3.321,3.020,0.230,0.706,1.688
021004,Universitas Muhammadiyah Metro,96,3,1.726,2.757,0.790,1.520,1.688
041033,Universitas Pamulang,97,3,0.823,2.901,0.991,1.819,1.683
031026,Universitas Yarsi,98,3,1.912,2.965,0.868,1.140,1.683
051011,Universitas Kristen Duta Wacana,99,3,2.038,2.899,0.903,1.057,1.675
001062,Universitas Pembangunan Nasional Veteran Yogyakarta,100,3,2.384,2.958,1.289,0.450,1.674
071091,Universitas PGRI Madiun,101,3,1.539,2.923,0.824,1.407,1.667
031012,Universitas Nasional,102,3,2.122,3.208,1.060,0.582,1.666
001015,Universitas Mulawarman,103,3,2.565,2.587,0.760,1.051,1.665
061031,Universitas Dian Nuswantoro,104,3,0.822,2.412,1.261,1.923,1.659
031011,Universitas Muhammadiyah Jakarta,105,3,1.822,3.111,0.868,0.999,1.659
031053,Universitas Bakrie,106,3,1.744,3.098,0.721,1.180,1.658
031045,Universitas Budi Luhur,107,3,1.561,2.945,0.960,1.230,1.657
061038,Universitas PGRI Semarang,108,3,1.630,2.845,1.036,1.197,1.655
031010,Universitas Kristen Krida Wacana,109,3,1.864,2.939,0.916,1.050,1.651
101011,Universitas Internasional Batam,110,3,1.611,3.263,0.621,1.177,1.646
001043,Universitas Trunojoyo,111,3,1.996,2.755,0.898,1.109,1.645
071042,Universitas Merdeka Madiun,112,3,2.176,2.428,0.860,1.293,1.645
081004,Universitas Pendidikan Nasional,113,3,2.389,3.139,0.927,0.490,1.641
032011,Institut Keuangan-Perbankan Dan Informatika Asia Perbanas,114,3,1.941,2.817,0.798,1.151,1.637
071011,Universitas Wijaya Putra,115,3,1.638,2.829,0.873,1.274,1.636
051024,Universitas Amikom Yogyakarta,116,3,1.083,2.643,0.783,1.873,1.635
031009,Universitas Kristen Indonesia,117,3,1.918,2.245,0.950,1.491,1.630
061002,Universitas Islam Sultan Agung,118,3,1.901,3.072,1.152,0.622,1.623
041009,Universitas Swadaya Gunung Djati,119,3,1.381,3.056,0.740,1.322,1.622
071005,Universitas Dr Soetomo,120,3,2.047,2.740,0.729,1.145,1.620
011003,Universitas Muhammadiyah Sumatera Utara,121,3,1.616,2.798,1.111,1.058,1.618
071059,Universitas Muhammadiyah Gresik,122,3,1.391,2.830,1.217,1.063,1.609
041001,Universitas Ibn Khaldun,123,3,2.065,2.813,0.859,0.901,1.602
002005,Institut Seni Indonesia Yogyakarta,124,3,2.242,3.140,0.487,0.816,1.600
001023,Universitas Jenderal Soedirman,125,3,1.670,2.968,1.012,0.865,1.589
041026,Universitas Swiss German,126,3,1.867,2.445,1.071,1.111,1.586
033069,Sekolah Tinggi Manajemen Ppm,127,3,2.449,2.713,0.521,0.931,1.577
022001,Institut Informatika Dan Bisnis Darmajaya,128,3,1.070,2.872,0.886,1.402,1.574
071056,Universitas Hang Tuah,129,3,1.929,2.658,0.871,0.995,1.567
043051,Sekolah Tinggi Teknologi Garut,130,3,1.548,2.000,1.132,1.559,1.560
081007,Universitas Warmadewa,131,3,2.093,2.517,0.656,1.158,1.559
031039,Universitas Muhammadiyah Prof Dr Hamka,132,3,1.615,2.890,0.656,1.160,1.557
071044,Universitas Muhammadiyah Ponorogo,133,3,1.441,2.784,0.960,1.102,1.555
051003,Universitas Janabadra,134,3,1.774,2.593,0.786,1.181,1.554
071079,Universitas Nahdlatul Ulama Surabaya,135,3,1.335,2.706,1.355,0.899,1.552
081002,Universitas Ngurah Rai,136,3,1.661,2.704,0.667,1.248,1.549
071049,Universitas PGRI Adi Buana,137,3,1.848,2.969,0.839,0.758,1.549
021019,Universitas Bina Darma,138,3,1.589,2.851,0.638,1.195,1.548
001042,Universitas Sultan Ageng Tirtayasa,139,3,2.227,3.085,0.635,0.573,1.547
063024,Sekolah Tinggi Ilmu Ekonomi Adi Unggul Bhirawa,140,3,2.324,2.416,0.566,1.120,1.546
001046,Universitas Malikussaleh,141,3,1.927,2.674,1.110,0.705,1.543
061006,Universitas Slamet Riyadi,142,3,1.913,2.547,0.875,1.016,1.543
071060,Universitas Muhammadiyah Sidoarjo,143,3,1.217,2.804,1.181,1.005,1.541
033066,Sekolah Tinggi Ilmu Ekonomi Trisakti,144,3,1.379,3.424,0.889,0.600,1.534
093084,STIE Nobel Indonesia Makassar,145,3,1.928,2.520,0.588,1.189,1.519
091003,Universitas Kristen Indonesia Paulus,146,3,2.098,2.557,0.950,0.720,1.512
061022,Universitas Setia Budi Surakarta,147,4,1.840,2.744,0.784,0.827,1.498
002008,Institut Seni Indonesia Surakarta,148,4,2.157,2.752,0.779,0.611,1.497
051021,Universitas Alma Ata,149,4,1.304,2.822,0.687,1.198,1.497
061026,Universitas Muhammadiyah Semarang,150,4,1.380,2.707,1.177,0.828,1.495
091024,Universitas Muhammadiyah Pare-pare,151,4,1.547,2.751,0.536,1.205,1.493
001014,Universitas Nusa Cendana,152,4,2.466,2.388,0.433,0.960,1.486
021024,Universitas Indo Global Mandiri,153,4,1.339,2.591,0.759,1.268,1.486
071073,Universitas PGRI Ronggolawe,154,4,1.895,2.600,0.751,0.875,1.480
052006,Institut Teknologi Nasional Yogyakarta,155,4,1.478,2.296,0.771,1.390,1.479
071058,Universitas Wiraraja,156,4,1.252,2.450,0.878,1.312,1.476
061010,Universitas Tunas Pembangunan Surakarta (UTP),157,4,1.913,2.783,0.615,0.777,1.465
051002,Universitas Sarjanawiyata Tamansiswa,158,4,1.201,3.001,0.590,1.088,1.464
051015,Universitas PGRI Yogyakarta,159,4,1.329,2.567,0.765,1.217,1.464
031063,Universitas Prasetiya Mulya,160,4,2.007,2.353,0.751,0.952,1.463
113001,Sekolah Tinggi Ilmu Ekonomi Indonesia Banjarmasin,161,4,2.550,2.392,0.566,0.691,1.457
011008,Universitas Medan Area,162,4,1.013,2.608,0.769,1.351,1.452
033009,Sekolah Tinggi Filsafat Theologi Jakarta,163,4,2.929,2.943,0.511,0.009,1.452
031049,Universitas Indraprasta PGRI,164,4,0.937,2.946,0.799,1.095,1.452
081003,Universitas Mahasaraswati Denpasar,165,4,1.642,3.045,0.930,0.430,1.451
033068,Sekolah Tinggi Manajemen Ipmi,166,4,2.185,2.898,0.412,0.622,1.451
103082,STIKES Mercubaktijaya Padang,167,4,1.000,2.855,0.674,1.215,1.447
011045,Universitas Sari Mutiara Indonesia Medan,168,4,1.183,2.471,0.790,1.314,1.446
071089,Universitas Internasional Semen Indonesia,169,4,1.073,2.201,0.966,1.463,1.445
083080,STMIK Primakara,170,4,1.178,2.290,0.819,1.439,1.444
031055,Universitas Trilogi,171,4,1.701,2.654,0.623,0.943,1.442
061019,Universitas Muhammadiyah Purwokerto,172,4,1.854,2.418,0.842,0.852,1.441
071067,Universitas Islam Lamongan,173,4,1.238,2.425,0.801,1.287,1.440
131006,Universitas Al-Muslim,174,4,1.312,2.816,0.577,1.093,1.439
031036,Universitas Bhayangkara Jakarta Raya,175,4,1.681,2.648,0.752,0.841,1.438
073017,STKIP PGRI Jombang,176,4,1.978,2.348,0.577,1.025,1.434
061017,Universitas Semarang,177,4,0.855,2.507,0.971,1.308,1.433
031048,Universitas Bunda Mulia,178,4,1.362,2.924,0.850,0.704,1.427
061003,Universitas 17 Agustus 1945 Semarang,179,4,2.067,2.411,0.738,0.747,1.425
071036,Universitas Abdurachman Saleh,180,4,1.424,2.830,0.539,0.987,1.423
011027,Universitas Muslim Nusantara Al-Washliyah,181,4,1.837,2.393,0.698,0.941,1.423
033022,Sekolah Tinggi Manajemen Informatika dan Komputer Jakarta STI&K,182,4,1.702,2.800,0.513,0.844,1.422
001035,Universitas Negeri Manado,183,4,2.785,2.153,0.671,0.527,1.421
071012,Universitas Muhammadiyah Surabaya,184,4,1.580,2.326,0.716,1.142,1.419
031030,Universitas Sahid,185,4,2.131,2.846,0.678,0.369,1.418
012005,Institut Teknologi Del,186,4,1.264,2.229,0.863,1.291,1.413
071061,Universitas Tribhuwana Tungga Dewi,187,4,1.471,2.962,0.755,0.630,1.412
001044,Universitas Khairun,188,4,2.136,2.699,0.744,0.405,1.409
042012,Institut Keguruan dan Ilmu Pendidikan Siliwangi,189,4,1.081,2.567,0.805,1.163,1.408
031018,Universitas Borobudur,190,4,2.112,2.465,0.419,0.876,1.406
072015,Institut Ilmu Kesehatan Bhakti Wiyata Kediri,191,4,1.123,2.420,0.765,1.283,1.406
051019,Universitas Mercu Buana Yogyakarta,192,4,1.058,3.008,0.648,0.914,1.400
061016,Universitas Veteran Bangun Nusantara,193,4,1.879,2.407,0.767,0.762,1.398
071039,Universitas Kadiri,194,4,1.538,2.762,0.686,0.755,1.396
131010,Universitas Ubudiyah Indonesia,195,4,0.879,2.405,0.817,1.379,1.395
093115,Sekolah Tinggi Teknologi Kelautan,196,4,1.317,2.433,0.571,1.264,1.393
021016,Universitas PGRI Palembang,197,4,1.472,2.759,0.738,0.745,1.392
041015,Universitas Langlang Buana,198,4,1.808,2.426,0.759,0.763,1.387
091004,Universitas Muhammadiyah Makassar,199,4,1.869,2.929,0.913,0.172,1.386
071072,Universitas Nusantara PGRI Kediri,200,4,1.487,2.236,0.913,0.995,1.383
102002,Institut Teknologi Padang,201,4,1.938,2.470,0.560,0.792,1.382
081009,Universitas Hindu Indonesia,202,4,2.104,2.790,0.627,0.343,1.378
043288,Sekolah Tinggi Ilmu Kesehatan Kuningan,203,4,1.330,2.846,0.322,1.062,1.377
073058,Sekolah Tinggi Ilmu Administrasi Pembangunan,204,4,1.198,2.323,0.635,1.325,1.377
091045,Universitas Fajar,205,4,1.616,2.789,0.510,0.760,1.376
081029,Universitas Dhyana Pura,206,4,1.408,2.597,0.442,1.099,1.371
061011,Universitas Pekalongan,207,4,1.126,2.483,0.520,1.313,1.370
091028,Universitas Islam Makassar,208,4,1.875,2.402,0.566,0.839,1.368
033038,Sekolah Tinggi Ilmu Ekonomi Bhakti Pembangunan,209,4,1.409,2.554,0.515,1.060,1.367
063066,Sekolah Tinggi Ilmu Kesehatan 'Aisyiyah Surakarta,210,4,1.191,3.081,0.882,0.459,1.367
021001,Universitas Muhammadiyah Palembang,211,4,1.836,2.520,0.659,0.679,1.366
031065,Universitas Bina Sarana Informatika,212,4,1.096,2.931,0.637,0.844,1.365
101006,Universitas Islam Riau,213,4,1.315,2.669,0.702,0.859,1.363
073156,STIKES Widya Cipta Husada,214,4,1.074,2.411,0.608,1.313,1.363
021028,Universitas Teknokrat Indonesia,215,4,0.993,2.252,0.777,1.355,1.362
073025,STIKI Malang,216,4,0.648,2.607,0.903,1.181,1.362
031062,Universitas Pertamina,217,4,2.023,1.906,0.984,0.766,1.357
041061,Universitas Muhammadiyah Tasikmalaya,218,4,1.086,1.777,0.948,1.524,1.356
053003,Sekolah Tinggi Ilmu Ekonomi YKPN,219,4,1.789,2.849,0.481,0.549,1.355
091007,Universitas Klabat,220,4,1.508,2.692,0.377,0.952,1.355
001049,Universitas Bangka Belitung,221,4,1.467,2.685,0.717,0.697,1.353
041004,Universitas Pakuan,222,4,1.396,2.555,0.451,1.054,1.347
073042,STKIP Widya Yuwana,223,4,2.077,2.650,0.606,0.387,1.346
061009,Universitas Muria Kudus,224,4,1.118,2.394,0.880,1.011,1.345
093032,Sekolah Tinggi Filsafat Seminari Pineleng,225,4,2.505,2.499,0.149,0.600,1.343
081005,Universitas Dwijendra,226,4,1.687,2.620,0.507,0.743,1.342
041003,Universitas Islam Nusantara,227,4,1.836,2.429,0.559,0.755,1.341
061025,Universitas Muhammadiyah Purworejo,228,4,1.592,2.582,0.644,0.709,1.338
001058,Universitas Teuku Umar,229,4,1.090,1.831,1.012,1.352,1.335
041023,Universitas Galuh,230,4,1.703,2.299,0.692,0.816,1.333
001051,Universitas Musamus Merauke,231,4,1.254,2.503,0.582,1.032,1.331
133018,STKIP Bina Bangsa Getsempena,232,4,1.304,2.825,0.370,0.905,1.331
031043,Universitas Dirgantara Marsekal Suryadarma,233,4,1.490,2.770,0.577,0.647,1.329
101013,Universitas Abdurrab,234,4,1.059,2.169,0.733,1.304,1.328
033096,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Jakarta,235,4,1.491,2.758,0.511,0.705,1.327
023006,Sekolah Tinggi Ilmu Pertanian Dharma Wacana,236,4,2.254,2.453,0.313,0.613,1.326
061013,Universitas Pancasakti Tegal,237,4,1.810,2.384,0.414,0.875,1.324
101007,Universitas Lancang Kuning,238,4,1.561,2.530,0.690,0.678,1.321
041038,Universitas Kuningan,239,4,1.380,2.467,0.664,0.872,1.320
061048,Universitas  Harapan Bangsa,240,4,1.065,2.494,0.679,1.038,1.318
062003,Institut Teknologi Telkom Purwokerto,241,4,1.102,2.602,0.762,0.851,1.317
093143,Sekolah Tinggi Ilmu Farmasi Makassar,242,4,1.213,2.347,0.712,1.031,1.316
031059,Universitas Mohammad Husni Thamrin Jakarta,243,4,1.165,2.587,0.678,0.888,1.316
071028,Universitas Wisnuwardhana,244,4,1.927,2.544,0.532,0.529,1.313
052004,Institut Pertanian Stiper,245,4,1.617,2.793,0.536,0.519,1.312
073040,STKIP PGRI Tulungagung,246,4,1.542,2.702,0.703,0.497,1.309
072005,IKIP Budi Utomo,247,4,1.388,2.491,0.683,0.779,1.305
043244,Sekolah Tinggi Ilmu Kesehatan Bakti Tunas Husada,248,4,1.345,2.291,0.852,0.827,1.303
071086,Universitas Maarif Hasyim Latif,249,4,1.196,2.241,0.723,1.075,1.303
053009,Sekolah Tinggi Pembangunan Masyarakat Desa APMD,250,4,1.418,2.690,0.425,0.785,1.298
001057,Universitas Siliwangi,251,4,1.936,2.401,0.667,0.472,1.296
113060,STIK Muhammadiyah Pontianak,252,4,1.350,2.468,0.490,0.947,1.294
051022,Universitas Aisyiyah Yogyakarta,253,4,1.171,3.217,0.426,0.493,1.293
071068,Universitas Islam Madura,254,4,1.072,2.213,0.697,1.167,1.292
032009,Institut Bisnis Dan Informatika Kwik Kian Gie,255,4,2.294,3.100,0.227,0.001,1.291
103084,STIKES Perintis Padang,256,4,1.088,2.557,0.364,1.144,1.291
002009,Institut Seni Indonesia Padang Panjang,257,4,2.236,2.477,0.250,0.533,1.289
103003,STKIP PGRI Sumatera Barat,258,4,1.364,2.516,0.569,0.814,1.288
031006,Universitas Jayabaya,259,4,2.168,2.599,0.439,0.317,1.288
033165,Sekolah Tinggi Manajemen Informatika dan Komputer Nusa Mandiri,260,4,1.136,2.760,0.853,0.525,1.288
073005,Sekolah Tinggi Teknik Surabaya,261,4,1.340,2.639,0.409,0.850,1.285
011016,Universitas Asahan,262,4,1.063,2.464,0.701,0.936,1.284
033012,Sekolah Tinggi Ilmu Ekonomi Indonesia Jakarta,263,4,1.557,3.130,0.108,0.543,1.284
091058,Universitas Muhammadiyah Sidenreng Rappang,264,4,1.739,2.224,0.750,0.641,1.284
091039,Universitas Cokroaminoto Palopo,265,4,0.867,2.700,0.825,0.758,1.282
091044,Universitas Muhammadiyah Gorontalo,266,4,1.142,2.743,0.280,0.990,1.281
043022,Sekolah Tinggi Ilmu Ekonomi Ekuitas,267,4,1.122,2.741,0.273,1.010,1.281
033194,STIKS Tarakanita,268,4,1.470,2.867,0.260,0.683,1.281
111009,Universitas Muhammadiyah Palangka Raya,269,4,1.358,2.519,0.473,0.862,1.279
071051,Universitas Gajayana,270,4,1.786,2.291,0.588,0.658,1.274
043219,Sekolah Tinggi Ilmu Kesehatan Jenderal Achmad Yani,271,4,1.236,2.739,0.512,0.715,1.274
083015,Sekolah Tinggi Ilmu Sosial Dan Politik Mbojo,272,4,0.909,2.354,0.406,1.341,1.274
002007,Institut Seni Indonesia Denpasar,273,4,2.576,2.739,0.238,0.038,1.271
073020,Sekolah Tinggi Filsafat Teologi Widya Sasana,274,4,2.171,2.984,0.360,0.000,1.270
093174,STIKES Mega Buana Palopo,275,4,1.089,2.332,0.481,1.153,1.267
041024,Universitas Garut,276,4,1.480,2.601,0.636,0.537,1.266
091047,Universitas Patria Artha,277,4,1.432,2.168,0.563,0.987,1.265
073150,Sekolah Tinggi Ilmu Kesehatan Kepanjen,278,4,1.000,2.709,0.662,0.741,1.265
091015,Universitas Sulawesi Tenggara,279,4,1.492,2.493,0.529,0.701,1.264
041021,Universitas Jenderal Achmad Yani,280,4,1.472,2.719,0.585,0.471,1.262
032013,Institut Teknologi dan Bisnis Kalbis,281,4,1.301,2.370,0.458,0.981,1.262
141003,Universitas Yapis Papua,282,4,1.467,2.725,0.591,0.459,1.260
041020,Universitas Nusa Bangsa,283,4,1.873,2.337,0.558,0.533,1.258
023002,STKIP PGRI Lubuk Linggau,284,4,1.162,2.523,0.305,1.062,1.258
061029,Universitas Stikubank,285,4,2.240,2.622,0.517,0.076,1.256
091059,Universitas Muhammadiyah Palopo,286,4,1.381,2.139,0.846,0.776,1.255
083075,Sekolah Tinggi Desain Bali,287,4,1.050,2.617,0.290,1.054,1.253
093027,Sekolah Tinggi Ilmu Ekonomi Makassar Bongaya,288,4,1.686,2.764,0.266,0.527,1.253
113003,STIMI Banjarmasin,289,4,2.381,2.383,0.238,0.397,1.250
063037,Sekolah Tinggi Ilmu Ekonomi Putra Bangsa,290,4,0.627,2.707,0.536,1.044,1.249
041044,Universitas Sangga Buana,291,4,2.107,2.463,0.638,0.175,1.249
091037,Universitas Al Asyariah Mandar,292,4,1.301,2.411,0.398,0.953,1.248
073030,Sekolah Tinggi Ilmu Ekonomi Mandala,293,4,1.440,2.185,0.677,0.815,1.248
073133,STIKES Katolik St Vincentius A Paulo Surabaya,294,4,1.004,2.396,0.446,1.119,1.247
073127,STIKES Insan Cendekia Medika Jombang,295,4,1.113,2.422,0.509,0.969,1.246
031041,Universitas Paramadina,296,4,2.194,2.504,0.326,0.322,1.243
011001,Universitas Islam Sumatera Utara,297,4,1.853,2.467,0.309,0.590,1.241
112002,IKIP PGRI Pontianak,298,4,1.238,2.378,0.680,0.762,1.241
071019,Universitas Katolik Darma Cendika,299,4,1.347,2.537,0.369,0.815,1.240
091029,Universitas Katolik De La Salle,300,4,1.405,2.320,0.473,0.869,1.240
053039,Sekolah Tinggi Seni Rupa Dan Desain Visi Indonesia,301,4,0.713,2.676,0.341,1.141,1.239
093147,Sekolah Tinggi Ilmu Kesehatan Mandala Waluya Kendari,302,4,1.132,2.612,0.472,0.806,1.239
081010,Universitas Muhammadiyah Mataram,303,4,1.406,2.464,0.622,0.616,1.237
051008,Universitas Widya Mataram,304,4,1.466,2.725,0.314,0.610,1.236
043282,STIKES Widya Dharma Husada Tangerang,305,4,1.000,2.572,0.680,0.736,1.234
071040,Universitas Islam Kadiri,306,4,1.352,2.406,0.619,0.685,1.232
001031,Universitas Terbuka,307,4,1.131,2.925,0.703,0.326,1.231
073065,STKIP PGRI Pacitan,308,4,1.298,2.292,0.614,0.814,1.230
033168,STIE Indonesia Banking School,309,4,2.439,2.725,0.240,0.004,1.230
021012,Universitas Bandar Lampung,310,4,1.824,2.728,0.664,0.056,1.230
033082,STIE Jakarta International College,311,4,1.901,2.640,0.029,0.600,1.227
041051,Universitas Muhammadiyah Tangerang,312,4,1.112,2.339,0.512,0.969,1.226
041014,Universitas Wiralodra,313,4,1.718,2.372,0.637,0.432,1.226
032020,Institut Transportasi  dan Logistik Trisakti,314,4,1.276,2.747,0.634,0.414,1.224
073128,STIKES Karya Husada Kediri,315,4,1.112,2.358,0.592,0.872,1.222
061018,Universitas Widya Dharma,316,4,2.061,2.497,0.419,0.268,1.221
073041,STKIP PGRI Nganjuk,317,4,1.600,2.016,0.406,0.983,1.220
111003,Universitas Islam Kalimantan Muhammad Arsyad Al Banjari Banjarmasin,318,4,1.001,2.320,0.874,0.735,1.219
041030,Universitas Suryakancana,319,4,1.700,2.379,0.464,0.559,1.219
071099,Universitas Dinamika,320,4,1.555,2.721,0.304,0.502,1.218
103103,Sekolah Tinggi Ilmu Kesehatan Syedza Saintika,321,4,1.204,2.468,0.442,0.832,1.218
061007,Universitas Wijaya Kusuma Purwokerto,322,4,1.517,2.308,0.240,0.922,1.217
