kode,nama,ranking,klaster,input,proses,output,outcome,total
113076,STIE Madani Balikpapan,918,5,1.108,2.142,0.000,0.150,0.802
013147,STMIK Pelita Nusantara,919,5,1.085,1.600,0.587,0.126,0.802
011018,Universitas Sisingamangaraja XII Tapanuli Utara,920,5,1.114,2.312,0.000,0.000,0.801
093094,Sekolah Tinggi Manajemen Informatika dan Komputer Ichsan Gorontalo,921,5,0.817,2.353,0.179,0.015,0.801
063025,Sekolah Tinggi Ilmu Ekonomi Semarang,922,5,0.582,2.553,0.181,0.002,0.800
081025,Universitas Nusa Nipa,923,5,1.017,2.081,0.123,0.153,0.800
103120,STIKES Nan Tongga,924,5,1.000,2.134,0.266,0.000,0.800
033206,Sekolah Tinggi Ilmu Manajemen dan Ilmu Komputer ESQ,925,5,1.001,1.400,0.068,0.773,0.799
052005,Institut Teknologi Yogyakarta,926,5,1.442,1.844,0.197,0.000,0.799
073153,STIKES Dr. Soebandi Jember,927,5,1.000,2.250,0.087,0.046,0.798
103072,Sekolah Tinggi Bahasa Asing Persada Bunda,928,5,1.000,2.340,0.050,0.000,0.797
073034,Sekolah Tinggi Ilmu Hukum Jenderal Sudirman,929,5,2.347,1.195,0.117,0.000,0.797
101024,Universitas Dharma Andalas,930,5,1.263,1.873,0.303,0.003,0.797
083027,Sekolah Tinggi Manajemen Informatika Komputer Uyelindo Kupang,931,5,0.729,2.258,0.345,0.000,0.797
103017,Sekolah Tinggi Teknologi Industri Padang,932,5,1.177,2.064,0.124,0.047,0.796
081038,Universitas Qamarul Huda Badaruddin Bagu,933,5,1.109,2.148,0.150,0.000,0.796
043271,Sekolah Tinggi Farmasi Muhammadiyah Tangerang,934,5,1.091,2.300,0.011,0.000,0.796
133041,STIKES Nurul Hasanah Kutacane,935,5,1.000,1.600,0.039,0.622,0.796
013163,STIE Professional Manajemen College Indonesia,936,5,1.000,2.379,0.001,0.000,0.795
033184,Sekolah Tinggi Desain Interstudi,937,5,1.115,2.282,0.000,0.000,0.794
023057,Sekolah Tinggi Ilmu Kesehatan Bina Husada,938,5,1.134,2.242,0.025,0.000,0.794
033040,Sekolah Tinggi Ilmu Ekonomi Tri Dharma Widya,939,5,1.737,1.783,0.000,0.000,0.793
063056,Sekolah Tinggi Ilmu Ekonomi Tamansiswa,940,5,0.819,2.397,0.095,0.017,0.792
073173,STIKES Rumah Sakit Anwar Medika,941,5,1.000,1.200,0.582,0.487,0.792
063053,Sekolah Tinggi Ilmu Kesehatan Hakli,942,5,1.000,1.982,0.384,0.000,0.792
032007,Institut Teknologi Budi Utomo,943,5,1.000,2.358,0.004,0.002,0.791
013162,Sekolah Tinggi Ilmu Kesehatan Flora,944,5,1.000,2.350,0.014,0.000,0.791
043142,STMIK Sumedang,945,5,0.000,2.629,0.339,0.160,0.790
103029,Sekolah Tinggi Ilmu Ekonomi Purna Graha,946,5,1.000,2.358,0.000,0.000,0.790
021011,Universitas Tamansiswa,947,5,1.422,1.373,0.447,0.166,0.789
023016,Sekolah Tinggi Ilmu Ekonomi Ragam Tunas,948,5,1.000,2.354,0.000,0.000,0.789
043061,Sekolah Tinggi Ilmu Ekonomi Binaniaga,949,5,0.959,2.239,0.147,0.000,0.788
111019,Universitas Kaltara,950,5,1.128,1.979,0.271,0.000,0.788
073038,Sekolah Tinggi Ilmu Administrasi Bayuangga,951,5,1.187,2.203,0.000,0.000,0.788
123052,Sekolah Tinggi Ilmu Kesehatan Makariwo Halmahera,952,5,0.883,1.889,0.052,0.414,0.786
012009,Institut Pendidikan Tapanuli Selatan,953,5,1.229,2.134,0.028,0.000,0.786
031060,Universitas Matana,954,5,1.323,1.849,0.168,0.057,0.786
053017,Sekolah Tinggi Ilmu Ekonomi Isti Ekatana Upaweda,955,5,0.930,2.242,0.057,0.084,0.786
043276,Sekolah Tinggi Ilmu Kesehatan Yatsi,956,5,1.000,2.199,0.144,0.000,0.786
113071,STIKES Husada Borneo,957,5,1.112,2.102,0.088,0.052,0.786
072019,Institut  Teknologi Telkom Surabaya,958,5,1.127,0.800,0.906,0.446,0.785
033132,STIE Pariwisata Internasional,959,5,1.266,2.126,0.002,0.000,0.785
113007,Sekolah Tinggi Ilmu Ekonomi Pontianak,960,5,0.953,2.358,0.012,0.007,0.785
092004,Institut Teknologi dan Kesehatan Avicenna,961,5,0.070,2.464,0.314,0.255,0.785
113045,Sekolah Tinggi Ilmu Ekonomi Dahani Dahanai Buntok,962,5,1.000,1.799,0.000,0.450,0.785
043211,Sekolah Tinggi Ilmu Kesehatan Garut,963,5,0.964,2.367,0.000,0.000,0.785
033210,STIH Litigasi,964,5,1.000,2.335,0.000,0.000,0.784
092002,Institut Teknologi Minaesa,965,5,1.831,1.305,0.000,0.300,0.782
083017,Sekolah Tinggi Ilmu Hukum Muhammadiyah Bima,966,5,1.093,2.020,0.231,0.000,0.782
093087,Sekolah Tinggi Ilmu Farmasi dan  Pengetahuan Alam Pelita Mas Palu,967,5,1.252,1.217,0.186,0.600,0.781
043178,Sekolah Tinggi Ilmu Kesehatan Cirebon,968,5,1.111,2.102,0.132,0.001,0.781
073032,STKIP PGRI Situbondo,969,5,1.000,1.952,0.034,0.279,0.780
081020,Universitas Kristen Artha Wacana,970,5,0.801,2.197,0.204,0.066,0.780
043118,STMIK DCI,971,5,1.000,1.745,0.170,0.335,0.779
073026,Sekolah Tinggi Sosial Politik Waskita Darma,972,5,1.105,2.234,0.000,0.000,0.779
071043,Universitas Merdeka Ponorogo,973,5,1.503,1.880,0.024,0.000,0.777
023025,Sekolah Tinggi Ilmu Ekonomi Serelo Lahat,974,5,1.535,1.600,0.240,0.029,0.776
043033,Sekolah Tinggi Ilmu Administrasi Menara Siswa,975,5,1.234,2.114,0.000,0.000,0.775
123037,STKIP Gotong Royong Masohi,976,5,0.745,1.836,0.119,0.458,0.775
033173,Sekolah Tinggi Ilmu Kesehatan Abdi Nusantara,977,5,1.000,2.290,0.010,0.000,0.775
103057,STMIK Jaya Nusa,978,5,1.000,2.284,0.011,0.000,0.774
071090,Universitas Nahdlatul Ulama Blitar,979,5,1.029,2.014,0.224,0.026,0.773
073115,Sekolah Tinggi Ilmu Ekonomi Yadika Bangil,980,5,1.000,2.292,0.000,0.000,0.773
083058,Sekolah Tinggi Pariwisata Triatma Jaya,981,5,1.354,1.553,0.203,0.209,0.772
023062,Sekolah Tinggi Ilmu Ekonomi Lembah Dempo,982,5,1.311,2.039,0.000,0.000,0.772
033154,Sekolah Tinggi Ilmu Komunikasi Profesi Indonesia,983,5,0.951,2.325,0.000,0.000,0.771
063014,Sekolah Tinggi Ilmu Ekonomi Widya Manggalia,984,5,1.000,2.276,0.010,0.000,0.771
093066,Sekolah Tinggi Ilmu Kesehatan Tamalatea Makassar,985,5,1.850,1.483,0.089,0.025,0.770
083062,STKIP Yapis Dompu,986,5,1.068,1.810,0.055,0.300,0.770
091046,Universitas Tomakaka,987,5,1.113,1.739,0.088,0.300,0.769
063057,Sekolah Tinggi Ilmu Kesehatan Cendekia Utama,988,5,1.105,2.145,0.046,0.000,0.769
073108,Sekolah Tinggi Ilmu Ekonomi Pemuda,989,5,1.267,1.865,0.011,0.150,0.767
033070,Sekolah Tinggi Penerbangan Aviasi,990,5,1.158,1.600,0.001,0.450,0.767
113022,Sekolah Tinggi Ilmu Ekonomi Pancasetia,991,5,0.694,2.300,0.031,0.150,0.767
103119,STKIP Nasional,992,5,1.046,2.204,0.024,0.000,0.766
093177,STMIK Profesional Makassar,993,5,1.193,2.081,0.027,0.000,0.766
043223,STKIP Setiabudhi,994,5,1.189,1.962,0.148,0.001,0.765
053050,Sekolah Tinggi Arsitektur YKPN Yogyakarta,995,5,0.214,1.929,0.122,0.698,0.765
103060,STKIP Aisyiyah Riau,996,5,1.200,2.100,0.000,0.000,0.765
073094,Sekolah Tinggi Ilmu Ekonomi Al-Anwar,997,5,1.705,1.691,0.004,0.001,0.765
023097,Sekolah Tinggi Ilmu Kesehatan Siti Khadijah,998,5,1.088,2.165,0.024,0.000,0.765
083040,Sekolah Tinggi Ilmu Sosial Dan Politik Fajar Timur,999,5,0.722,1.761,0.000,0.600,0.765
103110,STIKES Dharma Landbouw,1000,5,1.000,2.211,0.041,0.004,0.764
123008,Sekolah Tinggi Ilmu Administrasi Trinitas,1001,5,2.320,1.198,0.000,0.000,0.764
071006,Universitas Merdeka Surabaya,1002,5,1.223,1.799,0.176,0.083,0.763
023089,STIKES Bhakti Husada Bengkulu,1003,5,1.000,2.218,0.031,0.000,0.762
113004,Sekolah Tinggi Ilmu Hukum Sultan Adam,1004,5,1.443,1.891,0.002,0.000,0.762
073169,STIKES Muhammadiyah Bojonegoro,1005,5,1.000,2.246,0.000,0.000,0.762
073048,STKIP PGRI Lamongan,1006,5,1.075,2.056,0.056,0.055,0.760
043361,STIKES Muhammadiyah Kuningan,1007,5,1.000,1.443,0.042,0.627,0.759
113009,Sekolah Tinggi Ilmu Hukum Soelthan M Tsjafioeddin,1008,5,1.000,2.234,0.000,0.000,0.758
073114,Sekolah Tinggi Ilmu Ekonomi YAPAN,1009,5,1.175,2.033,0.060,0.000,0.758
012008,Institut Kesehatan Medistra Lubuk Pakam,1010,5,0.950,2.227,0.041,0.002,0.757
013186,STIKES Siti Hajar,1011,5,1.000,1.868,0.316,0.038,0.757
103085,STIKES Piala Sakti Pariaman,1012,5,1.000,2.044,0.185,0.000,0.757
001052,Universitas Maritim Raja Ali Haji (UMRAH),1013,5,0.350,1.856,0.457,0.362,0.757
103048,STIA Bina Nusantara Mandiri Pariaman,1014,5,1.311,1.979,0.000,0.000,0.757
073174,STIE Bakti Bangsa,1015,5,1.000,1.702,0.261,0.217,0.756
073006,Sekolah Tinggi Ilmu Ekonomi Urip Sumohardjo,1016,5,1.200,2.063,0.000,0.000,0.756
043295,Sekolah Tinggi Ilmu Kesehatan Bani Saleh,1017,5,1.000,2.211,0.012,0.000,0.756
053048,Sekolah Tinggi Ilmu Kesehatan Notokusumo Yogyakarta,1018,5,1.080,1.314,0.630,0.178,0.755
043215,Sekolah Tinggi Ilmu Administrasi Banten,1019,5,0.240,2.757,0.072,0.000,0.755
013051,Sekolah Tinggi Ilmu Ekonomi Surya Nusantara,1020,5,1.215,2.049,0.000,0.000,0.755
093020,Sekolah Tinggi Ilmu Administrasi YAPPI Makassa,1021,5,1.289,1.793,0.160,0.022,0.753
071095,Universitas Ibrahimy,1022,5,1.344,1.551,0.372,0.009,0.752
103004,STKIP YDB Lubuk Alung,1023,5,0.347,1.941,0.068,0.600,0.752
071034,Universitas Islam Jember,1024,5,0.267,2.671,0.120,0.000,0.751
023033,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Kalianda,1025,5,1.158,2.077,0.000,0.000,0.751
073149,STIKES Nahdlatul Ulama Tuban,1026,5,1.000,2.156,0.045,0.000,0.750
093077,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Mamuju,1027,5,0.674,2.252,0.210,0.000,0.750
011038,Universitas Al Washliyah,1028,5,0.738,1.752,0.384,0.228,0.750
103066,Sekolah Tinggi Pariwisata Riau,1029,5,1.000,2.198,0.000,0.000,0.750
103021,STIP Graha Karya,1030,5,0.673,1.738,0.001,0.600,0.749
043321,STKIP Surya,1031,5,0.646,2.320,0.157,0.003,0.749
133036,STIKES Getsempena Lhoksukon,1032,5,1.000,1.600,0.010,0.484,0.748
013077,Sekolah Tinggi Ilmu Ekonomi LMII,1033,5,1.367,1.890,0.002,0.000,0.746
043085,STISIP Yupentek Tangerang,1034,5,1.000,2.165,0.016,0.000,0.745
113019,Sekolah Tinggi Ilmu Hukum Habaring Hurung Sampit,1035,5,1.000,1.385,0.000,0.663,0.745
103086,STIKES Tengku Maharatu,1036,5,1.000,1.395,0.225,0.468,0.745
091011,Universitas Muhammadiyah Palu,1037,5,0.400,1.739,0.517,0.337,0.745
071084,Universitas Islam Raden Rahmat,1038,5,1.220,1.808,0.103,0.073,0.744
071055,Universitas Lumajang,1039,5,1.104,2.036,0.044,0.007,0.743
083068,STIKES Yahya Bima,1040,5,1.000,2.170,0.000,0.000,0.743
043050,Sekolah Tinggi Teknologi Cirebon,1041,5,1.000,2.169,0.000,0.000,0.742
113057,Sekolah Tinggi Ilmu Administrasi Tabalong,1042,5,0.592,2.335,0.048,0.093,0.742
063060,Sekolah Tinggi Ilmu Kesehatan Kendal,1043,5,1.000,1.520,0.102,0.450,0.740
023021,STISIPOL Dharma Wacana,1044,5,0.788,1.609,0.000,0.600,0.740
043308,Sekolah Tinggi Ilmu Ekonomi Prima Graha,1045,5,1.000,2.157,0.001,0.000,0.740
083070,Sekolah Tinggi Ilmu Kesehatan Nusantara,1046,5,1.066,2.103,0.000,0.000,0.739
113051,Sekolah Tinggi Ilmu Kesehatan Cahaya Bangsa,1047,5,1.000,2.101,0.054,0.000,0.739
113094,STIKES Dirgahayu Samarinda,1048,5,1.000,1.600,0.380,0.146,0.739
081027,Universitas Tribuana Kalabahi,1049,5,1.000,1.784,0.188,0.151,0.738
043073,STMIK IM,1050,5,1.601,1.531,0.139,0.002,0.738
073024,Sekolah Tinggi Ilmu Ekonomi Indonesia Malang,1051,5,0.969,2.177,0.000,0.000,0.738
043103,STISIP Widyapuri Mandiri,1052,5,0.862,2.262,0.000,0.000,0.738
071066,Universitas Islam Majapahit,1053,5,1.052,1.972,0.119,0.015,0.737
043181,Sekolah Tinggi Ilmu Ekonomi Tribuana,1054,5,1.684,1.600,0.003,0.000,0.737
023119,STKIP Al Islam Tunas Bangsa,1055,5,1.000,2.018,0.131,0.000,0.737
093125,STMIK Catur Sakti Kendari,1056,5,1.076,1.533,0.014,0.450,0.737
103089,Sekolah Tinggi Ilmu Kesehatan YPAK Padang,1057,5,0.395,2.359,0.092,0.150,0.737
033004,STISIP Widuri,1058,5,1.580,1.476,0.096,0.092,0.737
103134,STIE Mahaputra Riau,1059,5,1.000,1.895,0.000,0.206,0.735
083099,Sekolah Tinggi Pariwisata Mataram,1060,5,1.467,1.638,0.129,0.000,0.735
103088,Sekolah Tinggi Ilmu Kesehatan Indonesia,1061,5,1.000,2.140,0.000,0.000,0.735
023071,Sekolah Tinggi Ilmu Hukum Muhammadiyah Kalianda,1062,5,0.784,2.310,0.000,0.000,0.734
143012,STIKOM Muhammadiyah Jayapura,1063,5,0.776,2.315,0.001,0.000,0.734
141005,Universitas Kristen Papua,1064,5,1.948,1.371,0.003,0.000,0.733
033179,Sekolah Tinggi Ilmu Kesehatan Jayakarta,1065,5,1.000,1.600,0.339,0.161,0.733
013122,Sekolah Tinggi Ilmu Kesehatan Binalita Sudama,1066,5,1.000,1.467,0.308,0.298,0.733
041048,Universitas Bale Bandung,1067,5,1.392,1.244,0.026,0.457,0.733
063005,Sekolah Tinggi Ilmu Ekonomi Satria,1068,5,0.894,1.298,0.113,0.670,0.732
073167,STKIP Al Hikmah Surabaya,1069,5,0.060,2.550,0.316,0.011,0.732
133025,STIE Bumi Persada Lhokseumawe,1070,5,1.000,1.200,0.081,0.704,0.731
012010,Institut Bisnis Informasi Teknologi dan Bisnis,1071,5,1.138,1.990,0.021,0.000,0.730
133026,STIKES Cut Nyak Dhien Langsa,1072,5,1.000,2.121,0.000,0.000,0.730
023111,Sekolah Tinggi Ilmu Kesehatan Mitra Adiguna,1073,5,0.998,2.121,0.000,0.000,0.730
043196,Sekolah Tinggi Bahasa Asing Technocrat,1074,5,1.133,1.902,0.110,0.000,0.730
073166,STIKES Bhakti Al-Qodiri,1075,5,1.000,2.118,0.000,0.000,0.729
141004,Universitas Satya Wiyata Mandala,1076,5,1.074,1.867,0.033,0.132,0.729
093046,Sekolah Tinggi Ilmu Manajemen Indonesia YAPMI,1077,5,2.160,1.133,0.044,0.008,0.729
043074,Sekolah Tinggi Ilmu Ekonomi Yasa Anggana,1078,5,0.413,2.377,0.200,0.000,0.727
113030,STMIK Widya Cipta Dharma,1079,5,0.644,2.107,0.168,0.097,0.726
001055,Universitas Sembilanbelas November Kolaka,1080,5,1.063,1.775,0.232,0.036,0.725
073035,STKIP Muhammadiyah Lumajang,1081,5,1.467,1.727,0.000,0.000,0.725
043115,Sekolah Tinggi Farmasi Bandung,1082,5,0.000,2.155,0.026,0.600,0.725
081013,Universitas 45 Mataram,1083,5,1.152,1.873,0.106,0.000,0.725
093045,STIM LPI Makassar,1084,5,2.020,1.284,0.000,0.000,0.725
013181,STIKOM Tunas Bangsa,1085,5,0.363,1.200,0.789,0.516,0.725
012004,Institut Sains Dan Teknologi Td Pardede,1086,5,1.223,1.908,0.013,0.000,0.725
133043,STKIP Usman Safri Kutacane,1087,5,0.948,1.400,0.020,0.600,0.724
041031,Universitas Nasional Pasim,1088,5,1.089,1.926,0.100,0.000,0.724
101023,Universitas Islam Kuantan Singingi,1089,5,0.893,2.031,0.129,0.017,0.724
033120,Sekolah Tinggi Ilmu Ekonomi Kasih Bangsa,1090,5,1.350,1.814,0.000,0.000,0.724
093135,Sekolah Tinggi Manajemen Informatika Komputer Lamappapoleonro Soppeng,1091,5,1.000,1.604,0.129,0.300,0.723
143027,STKIP Muhammadiyah Manokwari,1092,5,1.000,1.930,0.044,0.093,0.721
101027,Universitas Dharmas Indonesia,1093,5,1.090,1.295,0.492,0.188,0.721
071088,Universitas Nahdlatul Ulama Sunan Giri,1094,5,1.000,1.702,0.378,0.003,0.721
043270,STIKES Wijaya Husada Bogor,1095,5,1.000,1.509,0.576,0.000,0.721
021017,Universitas Kader Bangsa,1096,5,1.089,1.729,0.281,0.000,0.720
133019,Sekolah Tinggi Ilmu Pertanian Yashafa,1097,5,1.133,1.974,0.000,0.000,0.720
061035,Universitas Boyolali,1098,5,0.179,2.091,0.071,0.479,0.720
093039,Sekolah Tinggi Ilmu Ekonomi Sulawesi Utara,1099,5,1.200,1.145,0.052,0.600,0.719
033059,Sekolah Tinggi Ilmu Ekonomi Jayakarta,1100,5,1.222,1.900,0.000,0.000,0.719
041059,Universitas Islam Al-Ihya Kuningan,1101,5,1.031,1.836,0.216,0.000,0.719
043336,STKIP Pangeran Dharma Kusuma Segeran Juntinyuat Indramayu,1102,5,1.088,1.902,0.100,0.000,0.718
063064,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Cilacap,1103,5,1.000,2.071,0.000,0.000,0.718
012007,Institut Kesehatan Deli Husada Deli Tua,1104,5,1.187,1.312,0.211,0.330,0.717
103040,Sekolah Tinggi Ilmu Hukum Padang,1105,5,1.175,1.905,0.015,0.008,0.717
041054,Universitas Nahdlatul Ulama Cirebon,1106,5,0.950,1.454,0.379,0.229,0.717
093081,Sekolah Tinggi Ilmu Ekonomi Makassar Maju,1107,5,1.295,1.829,0.000,0.000,0.716
083005,STISIP Margarana,1108,5,1.580,1.599,0.000,0.000,0.716
103042,Sekolah Tinggi Ilmu Ekonomi Perbankan Indonesia,1109,5,1.000,2.038,0.024,0.000,0.715
033094,Sekolah Tinggi Perpajakan Indonesia,1110,5,0.591,2.379,0.010,0.000,0.715
043134,Sekolah Tinggi Ilmu Ekonomi YPN,1111,5,1.300,1.821,0.000,0.000,0.715
043002,Sekolah Tinggi Hukum Galunggung,1112,5,1.263,1.850,0.000,0.000,0.715
131008,Universitas Gajah Putih,1113,5,0.218,1.865,0.100,0.600,0.715
113056,Sekolah Tinggi Teknologi Bontang,1114,5,1.000,1.964,0.000,0.080,0.715
101016,Universitas Muara Bungo,1115,5,0.788,2.093,0.135,0.000,0.714
033073,Sekolah Tinggi Ilmu Hukum IBLAM,1116,5,0.520,2.424,0.015,0.002,0.714
053022,Sekolah Tinggi Ilmu Ekonomi Pariwisata Api,1117,5,1.002,1.600,0.325,0.107,0.714
083095,Sekolah Tinggi Farmasi Mahaganesha,1118,5,1.001,1.820,0.212,0.013,0.712
033163,Sekolah Tinggi Ilmu Komunikasi Indonesia Maju,1119,5,0.179,2.592,0.017,0.080,0.712
093150,STIKES Bina Generasi Polewali Mandar,1120,5,0.711,2.000,0.194,0.069,0.711
031040,Universitas Azzahra,1121,5,1.155,1.855,0.000,0.055,0.711
063026,Sekolah Tinggi Ilmu Ekonomi Totalwin,1122,5,0.565,2.109,0.261,0.020,0.711
103012,Sekolah Tinggi Ilmu Administrasi Adabiah,1123,5,0.822,2.187,0.000,0.000,0.711
043131,Sekolah Tinggi Bahasa Asing JIA,1124,5,0.986,1.333,0.000,0.600,0.711
043269,STIE Dharma Negara,1125,5,0.831,2.177,0.000,0.000,0.710
121004,Universitas Nuku,1126,5,1.000,1.995,0.017,0.023,0.710
033138,Sekolah Tinggi Ilmu Maritim Ami,1127,5,1.000,2.006,0.033,0.000,0.710
103045,Sekolah Tinggi Ilmu Ekonomi Dharma Putra Pekanbaru,1128,5,1.000,2.036,0.000,0.000,0.709
043089,Sekolah Tinggi Ilmu Ekonomi Mulia Pratama,1129,5,0.301,2.594,0.000,0.000,0.709
083069,STIKES Maranatha Kupang,1130,5,0.962,1.589,0.412,0.052,0.708
023066,STMIK Prabumulih,1131,5,1.000,2.014,0.015,0.000,0.707
113065,Sekolah Tinggi Ilmu Ekonomi Mulia Singkawang,1132,5,1.000,1.804,0.120,0.085,0.707
133016,STKIP Al-Washliyah,1133,5,1.296,1.600,0.153,0.027,0.706
063006,Sekolah Tinggi Ilmu Ekonomi Atma Bhakti,1134,5,0.576,2.286,0.046,0.024,0.705
023087,Sekolah Tinggi Ilmu Ekonomi Lantim Way Jepara,1135,5,0.794,2.174,0.010,0.000,0.705
071045,Universitas Soerjo,1136,5,0.503,1.587,0.106,0.600,0.704
093019,Sekolah Tinggi Ilmu Ekonomi YPUP Makassar,1137,5,0.811,2.118,0.048,0.000,0.704
013148,Sekolah Tinggi Ilmu Komputer Medan,1138,5,1.055,1.777,0.011,0.150,0.703
043045,Sekolah Tinggi Ilmu Komunikasi Bandung,1139,5,0.687,2.260,0.000,0.000,0.702
033195,Sekolah Tinggi Media Komunikasi Trisakti,1140,5,0.952,2.026,0.022,0.000,0.702
073170,STKIP Modern Ngawi,1141,5,1.000,1.742,0.152,0.096,0.702
093001,STKIP Muhammadiyah Bone,1142,5,1.125,1.844,0.064,0.000,0.702
093114,STIM Lasharan Jaya Makassar,1143,5,1.325,1.586,0.152,0.008,0.702
033197,STIE Manajemen Bisnis Indonesia,1144,5,1.020,1.805,0.184,0.000,0.701
111014,Universitas Kapuas,1145,5,0.900,2.061,0.024,0.000,0.701
073081,Sekolah Tinggi Teknologi Cahaya Surya,1146,5,1.000,1.584,0.226,0.162,0.701
073100,Sekolah Tinggi Teknik Atlas Nusantara,1147,5,1.000,1.902,0.099,0.000,0.700
041035,Universitas Putra Indonesia,1148,5,1.049,1.937,0.025,0.000,0.700
043212,Sekolah Tinggi Ilmu Kesehatan Dharma Husada,1149,5,1.328,1.584,0.147,0.006,0.700
043167,Sekolah Tinggi Teknologi Wastukancana,1150,5,0.980,1.790,0.100,0.101,0.699
033196,STMIK Eresha,1151,5,1.252,1.794,0.000,0.000,0.699
083014,Sekolah Tinggi Ilmu Administrasi Muhammadiyah Selong,1152,5,0.906,2.070,0.000,0.000,0.699
073052,Sekolah Tinggi Ilmu Administrasi Panglima Sudirman,1153,5,0.894,2.078,0.000,0.000,0.698
031029,Universitas Surapati,1154,5,0.864,2.102,0.000,0.000,0.698
033176,Sekolah Tinggi Manajemen Risiko Dan Asuransi,1155,5,1.140,1.881,0.000,0.000,0.698
043035,Sekolah Tinggi Bahasa Asing Yapari,1156,5,0.884,2.053,0.032,0.000,0.698
043329,Sekolah Tinggi Ilmu Hukum Painan,1157,5,0.592,2.316,0.003,0.000,0.698
043141,Sekolah Tinggi Ilmu Administrasi Bandung,1158,5,0.509,2.268,0.110,0.004,0.698
082004,IKIP Muhammadiyah Maumere,1159,5,1.000,1.904,0.085,0.000,0.697
141008,Universitas Ottow Geissler,1160,5,0.948,1.709,0.197,0.102,0.697
062005,Institut Teknologi Sains dan Kesehatan PKU Muhammadiyah Surakarta,1161,5,1.000,1.158,0.482,0.283,0.695
113080,STKIP Paris Barantai,1162,5,1.000,1.969,0.010,0.000,0.695
043044,Sekolah Tinggi Teknologi Bina Tunggal,1163,5,1.337,1.709,0.000,0.000,0.695
043153,Sekolah Tinggi Ilmu Ekonomi Stan Im,1164,5,1.137,1.839,0.026,0.000,0.694
081032,Universitas Nahdlatul Ulama Nusa Tenggara Barat,1165,5,1.040,1.204,0.413,0.272,0.694
113034,Sekolah Tinggi Ilmu Ekonomi Indonesia Pontianak,1166,5,1.437,1.600,0.024,0.000,0.693
033106,Sekolah Tinggi Ilmu Komunikasi Inter Studi,1167,5,1.210,1.800,0.000,0.000,0.692
093196,Sekolah Tinggi Ilmu Kesehatan Salewangang Maros,1168,5,0.223,1.366,0.425,0.665,0.692
011044,Universitas Efarina,1169,5,1.062,1.886,0.030,0.002,0.692
123031,Sekolah Tinggi Ilmu Administrasi Langgur,1170,5,1.188,1.815,0.000,0.000,0.691
041070,Universitas Faletehan,1171,5,1.049,1.903,0.023,0.000,0.691
081043,Universitas Triatma Mulya,1172,5,0.385,1.223,0.555,0.564,0.691
103126,Sekolah Tinggi Pertanian Haji Agus Salim,1173,5,0.956,1.829,0.037,0.108,0.690
131012,Universitas Islam Kebangsaan Indonesia,1174,5,1.065,1.588,0.139,0.151,0.690
061040,Universitas Ma'arif Nahdlatul Ulama Kebumen,1175,5,1.054,1.903,0.013,0.000,0.690
043114,Sekolah Tinggi Ilmu Ekonomi Yasmi,1176,5,1.000,1.957,0.001,0.000,0.689
043290,Sekolah Tinggi Teknologi Duta Bangsa,1177,5,1.000,1.956,0.000,0.000,0.689
123056,STKIP Hatta Sjahrir,1178,5,1.005,1.804,0.108,0.031,0.688
043043,Sekolah Tinggi Ilmu Ekonomi Pasundan,1179,5,0.678,1.983,0.186,0.033,0.688
043086,STMIK Jabar,1180,5,0.536,2.169,0.118,0.030,0.688
093144,Sekolah Tinggi Ilmu Kesehatan Tana Toraja,1181,5,1.147,1.600,0.052,0.150,0.688
043220,Sekolah Tinggi Ilmu Kesehatan Respati,1182,5,1.000,1.592,0.014,0.287,0.688
093049,Sekolah Tinggi Ilmu Pertanian Wuna Raha,1183,5,1.036,1.650,0.234,0.031,0.687
113046,Sekolah Tinggi Pertanian Kutai Timur,1184,5,1.300,1.293,0.248,0.140,0.687
033137,Sekolah Tinggi Bahasa Asing IEC Jakarta,1185,5,1.352,1.663,0.000,0.000,0.686
103087,Sekolah Tinggi Ilmu Hukum Persada Bunda,1186,5,0.586,2.239,0.034,0.000,0.685
043010,Sekolah Tinggi Ilmu Administrasi Maulana Yusuf Banten,1187,5,1.000,1.937,0.000,0.000,0.684
083048,STMIK Syaikh Zainuddin Nahdlatul Wathan,1188,5,1.000,1.820,0.109,0.007,0.684
101029,Universitas Pahlawan Tuanku Tambusai,1189,5,1.057,1.517,0.174,0.167,0.684
113018,Sekolah Tinggi Ilmu Ekonomi Sampit,1190,5,1.004,1.600,0.027,0.255,0.684
093180,STIKES Graha Medika,1191,5,1.000,1.756,0.000,0.150,0.684
103146,Sekolah Tinggi Teknologi Pelalawan,1192,5,1.040,1.216,0.222,0.384,0.683
103067,Sekolah Tinggi Teknologi Nasional,1193,5,1.130,1.816,0.010,0.000,0.683
043088,Sekolah Tinggi Ilmu Ekonomi Miftahul Huda Subang,1194,5,0.549,2.253,0.038,0.000,0.682
023026,Sekolah Tinggi Teknologi Nusantara Lampung,1195,5,1.193,1.774,0.000,0.000,0.682
113067,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Melawi,1196,5,1.057,1.847,0.034,0.000,0.682
093171,STIKES Amanah Makassar,1197,5,1.000,1.722,0.022,0.150,0.681
093156,STIKES Graha Edukasi,1198,5,0.447,2.185,0.000,0.150,0.681
